Style,Variant Code,total_quantity,reorder_threshold,reorder_quantity,reorder_value,tier
KATHLEEN,990.12,8.0,200,192.0,47998.08,making_progress
MIKEY,870.2XL.,8.0,200,192.0,47998.08,making_progress
BRONTE,990.M,8.0,200,192.0,47998.08,making_progress
MIKEY,870.M.,8.0,200,192.0,47998.08,making_progress
KATHLEEN,990.06,8.0,200,192.0,47998.08,making_progress
BRONTE,990.XS,8.0,200,192.0,47998.08,making_progress
JANE,919.3XS.,8.0,200,192.0,47808.0,making_progress
BO SLING BAG,990NS,64.0,500,436.0,47524.0,best_sellers
GWEN SATCHEL,990.NS.,36.0,300,264.0,47256.0,doing_good
GRADY,330.S.,14.0,300,286.0,45757.14,doing_good
GRADY,116.S.,14.0,300,286.0,45757.14,doing_good
GRADY,116.L.,15.0,300,285.0,45597.15,doing_good
BOWEN,350XS,-1.0,100,101.0,45349.0,okay
BRENNA,920.2XS,3.0,200,197.0,45308.03,making_progress
SHYLA,990.2XL,3.0,200,197.0,45308.03,making_progress
BRENNA,116.3XS,3.0,200,197.0,45308.03,making_progress
BRENNA,920.3XS,3.0,200,197.0,45308.03,making_progress
BRENNA,116.2XS,3.0,200,197.0,45308.03,making_progress
SHYLA,723.3XS.,3.0,200,197.0,45308.03,making_progress
EVELYN,160.M.,3.0,200,197.0,45308.03,making_progress
BRENNA,6202XS,3.0,200,197.0,45308.03,making_progress
BRENNA,471L,3.0,200,197.0,45308.03,making_progress
TILLY,990.S,-1.0,100,101.0,45147.0,okay
GRADY,330.L.,18.0,300,282.0,45117.18,doing_good
GRADY,116.M.,18.0,300,282.0,45117.18,doing_good
AMADEO BACKPACK,990.NS,3.0,200,197.0,45113.0,making_progress
LAUREL,633.08,3.0,200,197.0,45113.0,making_progress
LAUREL,633.12,3.0,200,197.0,45113.0,making_progress
LAUREL,633.10,3.0,200,197.0,45113.0,making_progress
LAUREL,633.06,3.0,200,197.0,45113.0,making_progress
YANI,990.XS,3.0,200,197.0,45113.0,making_progress
SHYLA,723.2XS.,4.0,200,196.0,45078.04,making_progress
AVALIE,990.XS,4.0,200,196.0,45078.04,making_progress
SHYLA,990.3XS,4.0,200,196.0,45078.04,making_progress
BRENNA,6203XS,4.0,200,196.0,45078.04,making_progress
BRENNA,549.XL.,4.0,200,196.0,45078.04,making_progress
SHYLA,990.XS,4.0,200,196.0,45078.04,making_progress
BRENNA,549.XS.,4.0,200,196.0,45078.04,making_progress
BRENNA,990.XL,4.0,200,196.0,45078.04,making_progress
SHYLA,990.L,4.0,200,196.0,45078.04,making_progress
BRENNA,620XS,4.0,200,196.0,45078.04,making_progress
AVALIE,990.2XS,4.0,200,196.0,45078.04,making_progress
CHANYSE,990.2XL,0.0,100,100.0,44999.0,okay
CHANYSE,990.M,0.0,100,100.0,44999.0,okay
ASHER,931.M,0.0,100,100.0,44900.0,okay
RONAN,990.L,0.0,100,100.0,44900.0,okay
RONAN,990.XL,0.0,100,100.0,44900.0,okay
ASHER,730XL,0.0,100,100.0,44900.0,okay
LEDGER,990.2XL,0.0,100,100.0,44900.0,okay
ASHER,730M,0.0,100,100.0,44900.0,okay
LAUREL,710.12,4.0,200,196.0,44884.0,making_progress
ALESSANDRA,990.M,5.0,200,195.0,44848.05,making_progress
ALESSANDRA,990.S,5.0,200,195.0,44848.05,making_progress
BRENNA,549.L.,5.0,200,195.0,44848.05,making_progress
BRENNA,620XL,5.0,200,195.0,44848.05,making_progress
SHYLA,990.XL,5.0,200,195.0,44848.05,making_progress
SHYLA,723.S.,5.0,200,195.0,44848.05,making_progress
DARIO,990.XL.,5.0,200,195.0,44848.05,making_progress
BRENNA,549.2XS.,5.0,200,195.0,44848.05,making_progress
ALESSANDRA,990.XL,5.0,200,195.0,44848.05,making_progress
EVELYN,870.XL.,5.0,200,195.0,44848.05,making_progress
BRENNA,549.2XL.,5.0,200,195.0,44848.05,making_progress
GRADY,116.XL.,20.0,300,280.0,44797.200000000004,doing_good
CHARLIZE,870.S.,0.0,100,100.0,44700.0,okay
DARIA,314.2XS,0.0,100,100.0,44700.0,okay
DARIA,440.XS,0.0,100,100.0,44700.0,okay
CHARLIZE,870.2XS.,0.0,100,100.0,44700.0,okay
CHARLIZE,870.XS.,0.0,100,100.0,44700.0,okay
CHARLIZE,870.L.,0.0,100,100.0,44700.0,okay
CHARLIZE,870.M.,0.0,100,100.0,44700.0,okay
LAUREL,710.06,5.0,200,195.0,44655.0,making_progress
GRADY,330.M.,21.0,300,279.0,44637.21,doing_good
EVELYN,870.2XL.,6.0,200,194.0,44618.060000000005,making_progress
SHYLA,990.2XS,6.0,200,194.0,44618.060000000005,making_progress
EVELYN,160.2XL.,6.0,200,194.0,44618.060000000005,making_progress
BRENNA,990.2XL,6.0,200,194.0,44618.060000000005,making_progress
CHANYSE,990.S,1.0,100,99.0,44549.01,okay
CARTER,990.XL,1.0,100,99.0,44451.0,okay
BOWEN,6702XL,1.0,100,99.0,44451.0,okay
BOWEN,350S,1.0,100,99.0,44451.0,okay
RONAN,460.M,1.0,100,99.0,44451.0,okay
RONAN,460.L,1.0,100,99.0,44451.0,okay
MARTIN,330.L.,1.0,100,99.0,44451.0,okay
MARTIN,321.XL.,1.0,100,99.0,44451.0,okay
RONAN,460.S,1.0,100,99.0,44451.0,okay
RONAN,460.XS,1.0,100,99.0,44451.0,okay
ASHER,730L,1.0,100,99.0,44451.0,okay
RONAN,990.XS,1.0,100,99.0,44451.0,okay
BOWEN,670L,1.0,100,99.0,44451.0,okay
BOWEN,3502XL,1.0,100,99.0,44451.0,okay
ASHER,7302XL,1.0,100,99.0,44451.0,okay
RONAN,620.XS,1.0,100,99.0,44451.0,okay
MARTIN,330.XL.,1.0,100,99.0,44451.0,okay
LEDGER,990.M,1.0,100,99.0,44451.0,okay
CARTER,990.2XL,1.0,100,99.0,44451.0,okay
YANI,990.2XS,6.0,200,194.0,44426.0,making_progress
LAUREL,710.10,6.0,200,194.0,44426.0,making_progress
BRENNA,116.L,7.0,200,193.0,44388.07,making_progress
BRENNA,920.2XL,7.0,200,193.0,44388.07,making_progress
BRENNA,116.XL,7.0,200,193.0,44388.07,making_progress
ALESSANDRA,990.2XS,7.0,200,193.0,44388.07,making_progress
GRADY,330.XL.,23.0,300,277.0,44317.23,doing_good
CRESSIDA,990.14,1.0,100,99.0,44253.0,okay
DARIA,520.2XS,1.0,100,99.0,44253.0,okay
LAUREL,710.04,7.0,200,193.0,44197.0,making_progress
BRENNA,920.XL,8.0,200,192.0,44158.08,making_progress
ALESSANDRA,990.XS,8.0,200,192.0,44158.08,making_progress
BRENNA,920.L,8.0,200,192.0,44158.08,making_progress
BRENNA,116.2XL,9.0,200,191.0,43928.090000000004,making_progress
BRENNA,6202XL,9.0,200,191.0,43928.090000000004,making_progress
KRYSTA LARGE WALLET,810NS,68.0,500,432.0,43195.68,best_sellers
PAULA,531.S,4.0,200,196.0,43118.04,making_progress
HELENA,870.2XL.,4.0,200,196.0,43118.04,making_progress
KRYSTA LARGE WALLET,112.NS,70.0,500,430.0,42995.7,best_sellers
HELENA,160.XL.,5.0,200,195.0,42898.05,making_progress
PAULA,410.S,5.0,200,195.0,42898.05,making_progress
TEAGAN,116.XL.,15.0,300,285.0,42747.15,doing_good
KRYSTA LARGE WALLET,632.NS,73.0,500,427.0,42695.729999999996,best_sellers
PAULA,531.M,6.0,200,194.0,42678.060000000005,making_progress
HELENA,870.XL.,6.0,200,194.0,42678.060000000005,making_progress
PIPPA TOTE,580.NS.,16.0,300,284.0,42597.16,doing_good
TEAGAN,330.XL.,16.0,300,284.0,42597.16,doing_good
KRYSTA LARGE WALLET,549.NS,74.0,500,426.0,42595.74,best_sellers
PHYLLA,990.2XS,7.0,200,193.0,42458.07,making_progress
TEAGAN,330.M.,17.0,300,283.0,42447.170000000006,doing_good
TEAGAN,116.L.,18.0,300,282.0,42297.18,doing_good
TEAGAN,330.S.,18.0,300,282.0,42297.18,doing_good
ANASTASIA,622.NS,18.0,300,282.0,42297.18,doing_good
MAGALIE,265.XS,1.0,100,99.0,42273.0,okay
MAGALIE,414.XL,1.0,100,99.0,42273.0,okay
MAGALIE,870.XS,1.0,100,99.0,42273.0,okay
MAGALIE,870.2XS,1.0,100,99.0,42273.0,okay
MAGALIE,470.3XS,1.0,100,99.0,42273.0,okay
MAGALIE,990.M,1.0,100,99.0,42273.0,okay
MAGALIE,265.2XS,1.0,100,99.0,42273.0,okay
VALENCIA PHONE WALLET,990.NS.,74.0,500,426.0,42174.0,best_sellers
TEAGAN,330.L.,19.0,300,281.0,42147.19,doing_good
TEAGAN,116.M.,19.0,300,281.0,42147.19,doing_good
TEAGAN,330.XS.,19.0,300,281.0,42147.19,doing_good
VALENCIA PHONE WALLET,857.NS.,76.0,500,424.0,41976.0,best_sellers
DUNCAN,990.L,15.0,300,285.0,41895.0,doing_good
DUNCAN,990.S,15.0,300,285.0,41895.0,doing_good
DUNCAN,990.M,15.0,300,285.0,41895.0,doing_good
NEVINE LARGE WALLET,853NS,77.0,500,423.0,41877.0,best_sellers
VALENCIA PHONE WALLET,622.NS.,77.0,500,423.0,41877.0,best_sellers
NEVINE LARGE WALLET,622.NS,77.0,500,423.0,41877.0,best_sellers
TEAGAN,116.XS.,21.0,300,279.0,41847.21,doing_good
"MONACO 22"" MEDIUM LUGGAGE CASE",109.NS.,37.0,300,263.0,41817.0,doing_good
DUNCAN,870.S,16.0,300,284.0,41748.0,doing_good
TEAGAN,116.2XS.,22.0,300,278.0,41697.22,doing_good
TEAGAN,116.S.,22.0,300,278.0,41697.22,doing_good
NEVINE LARGE WALLET,990NS,80.0,500,420.0,41580.0,best_sellers
VALENCIA PHONE WALLET,112.NS.,80.0,500,420.0,41580.0,best_sellers
KRYSTA LARGE WALLET,990NS,86.0,500,414.0,41395.86,best_sellers
DUNCAN,870.XL,19.0,300,281.0,41307.0,doing_good
"MONACO 22"" MEDIUM LUGGAGE CASE",410.NS.,41.0,300,259.0,41181.0,doing_good
PRESLEY TOTE,853.NS.,25.0,300,275.0,40975.0,doing_good
DUNCAN,870.M,23.0,300,277.0,40719.0,doing_good
JULIETTE,102.3XS,-1.0,100,101.0,40097.0,okay
PIPPA TOTE,853.NS.,33.0,300,267.0,40047.33,doing_good
EDEN,990.S,0.0,100,100.0,39999.0,okay
EASHNA,990.2XL,0.0,100,100.0,39999.0,okay
EDEN,990.XL,0.0,100,100.0,39999.0,okay
EASHNA,990.S,0.0,100,100.0,39999.0,okay
EASHNA,990.2XS,0.0,100,100.0,39999.0,okay
EASHNA,990.M,0.0,100,100.0,39999.0,okay
EASHNA,990.L,0.0,100,100.0,39999.0,okay
DUNCAN,870.L,28.0,300,272.0,39984.0,doing_good
DALIANE,7232XS,0.0,100,100.0,39900.0,okay
DALIANE,723XS,0.0,100,100.0,39900.0,okay
NATE,854.S,0.0,100,100.0,39900.0,okay
NATE,854.L,0.0,100,100.0,39900.0,okay
AMILIA LARGE TOTE,870.NS.,35.0,300,265.0,39747.350000000006,doing_good
JULIETTE,990.2XL,0.0,100,100.0,39700.0,okay
SANDER,990.3XL,1.0,100,99.0,39599.01,okay
EDEN,990.3XS,1.0,100,99.0,39599.01,okay
EDEN,990.2XS,1.0,100,99.0,39599.01,okay
EDEN,990.XS,1.0,100,99.0,39599.01,okay
EDEN,990.M,1.0,100,99.0,39599.01,okay
SUZY CROSSBODY,116.NS,36.0,300,264.0,39597.36,doing_good
PAUL,932.S.,1.0,100,99.0,39501.0,okay
DALIANE,723L,1.0,100,99.0,39501.0,okay
NATE,460.S,1.0,100,99.0,39501.0,okay
DALIANE,7232XL,1.0,100,99.0,39501.0,okay
PAUL,700.M.,1.0,100,99.0,39501.0,okay
DALIANE,633.XL,1.0,100,99.0,39501.0,okay
NIKOLAS,851.XS,1.0,100,99.0,39501.0,okay
NATE,460.3XL,1.0,100,99.0,39501.0,okay
MILLER,990.M,1.0,100,99.0,39501.0,okay
NATE,990.2XL,1.0,100,99.0,39501.0,okay
CATERINNA CROSSBODY,857.NS,37.0,300,263.0,39447.37,doing_good
JULIETTE,831.XS,1.0,100,99.0,39303.0,okay
JULIETTE,669.3XS,1.0,100,99.0,39303.0,okay
JULIETTE,620.M,1.0,100,99.0,39303.0,okay
JULIETTE,620.3XS,1.0,100,99.0,39303.0,okay
JULIETTE,669.XL,1.0,100,99.0,39303.0,okay
JULIETTE,712.M,1.0,100,99.0,39303.0,okay
JULIETTE,712.L,1.0,100,99.0,39303.0,okay
ALAY,990.2XS,4.0,200,196.0,39198.04,making_progress
PHOENIX,990.L,4.0,200,196.0,39198.04,making_progress
ZACK,990.3XL,4.0,200,196.0,39198.04,making_progress
ATHENA,116.XS,4.0,200,196.0,39198.04,making_progress
ENYA,350.3XS,4.0,200,196.0,39198.04,making_progress
TARRANT,990.L.,4.0,200,196.0,39198.04,making_progress
ATHENA,531.2XS,4.0,200,196.0,39198.04,making_progress
ATHENA,990.L,4.0,200,196.0,39198.04,making_progress
ATHENA,990.XL,4.0,200,196.0,39198.04,making_progress
KAYDEN,916.XS,4.0,200,196.0,39198.04,making_progress
ATHENA,990.S,4.0,200,196.0,39198.04,making_progress
ALAY,580.2XS,4.0,200,196.0,39198.04,making_progress
ANGE,815.M,4.0,200,196.0,39198.04,making_progress
KAYDEN,916.L,4.0,200,196.0,39198.04,making_progress
CAIN BOOTS,990.42.,20.0,300,280.0,39197.200000000004,doing_good
ARLENE,633.10,4.0,200,196.0,39004.0,making_progress
BOND,870.XL,4.0,200,196.0,39004.0,making_progress
BRAM CROSSBODY BAG,990.NS,4.0,200,196.0,39004.0,making_progress
BOND,870.L,4.0,200,196.0,39004.0,making_progress
LENNI,990.04,4.0,200,196.0,39004.0,making_progress
ARLENE,815.02,4.0,200,196.0,39004.0,making_progress
LENNI,870.12,4.0,200,196.0,39004.0,making_progress
BOND,990.2XL,4.0,200,196.0,39004.0,making_progress
ARLENE,815.04,4.0,200,196.0,39004.0,making_progress
ARLENE,815.08,4.0,200,196.0,39004.0,making_progress
LENNI,870.00,4.0,200,196.0,39004.0,making_progress
ARLENE,990.12,4.0,200,196.0,39004.0,making_progress
REDFORD,870.2XL,4.0,200,196.0,39004.0,making_progress
ATHENA,410.L,5.0,200,195.0,38998.05,making_progress
ATHENA,410.M,5.0,200,195.0,38998.05,making_progress
TARRANT,990.2XL.,5.0,200,195.0,38998.05,making_progress
ATHENA,410.XS,5.0,200,195.0,38998.05,making_progress
ANGE,815.S,5.0,200,195.0,38998.05,making_progress
ATHENA,116.S,5.0,200,195.0,38998.05,making_progress
SOPHIE CROSSBODY,830.NS,22.0,300,278.0,38917.22,doing_good
AMILIA LARGE TOTE,312.NS.,41.0,300,259.0,38847.41,doing_good
BOND,870.2XL,5.0,200,195.0,38805.0,making_progress
LENNI,990.12,5.0,200,195.0,38805.0,making_progress
LENNI,870.10,5.0,200,195.0,38805.0,making_progress
ARLENE,990.04,5.0,200,195.0,38805.0,making_progress
REDFORD,990.2XL,5.0,200,195.0,38805.0,making_progress
LENNI,870.02,5.0,200,195.0,38805.0,making_progress
ATHENA,990.XS,6.0,200,194.0,38798.060000000005,making_progress
KAYDEN,350.XL,6.0,200,194.0,38798.060000000005,making_progress
ATHENA,531.M,6.0,200,194.0,38798.060000000005,making_progress
ATHENA,531.S,6.0,200,194.0,38798.060000000005,making_progress
AMILIA LARGE TOTE,113.NS.,42.0,300,258.0,38697.420000000006,doing_good
LEANNA SHOULDER BAG,129.NS,6.0,200,194.0,38606.0,making_progress
ARLENE,990.10,6.0,200,194.0,38606.0,making_progress
LENNI,990.08,6.0,200,194.0,38606.0,making_progress
RALPH,990.2XL.,7.0,200,193.0,38598.07,making_progress
ANGE,815.XS,7.0,200,193.0,38598.07,making_progress
PRESLEY TOTE,990.NS.,41.0,300,259.0,38591.0,doing_good
CATERINNA CROSSBODY,990.NS,43.0,300,257.0,38547.43,doing_good
ATTICUS LARGE WALLET,715.NS.,42.0,300,258.0,38442.0,doing_good
LENNI,870.04,7.0,200,193.0,38407.0,making_progress
LEANNA SHOULDER BAG,222.NS,7.0,200,193.0,38407.0,making_progress
DREW DUFFEL BAG,870.NS,7.0,200,193.0,38407.0,making_progress
ATHENA,531.XS,8.0,200,192.0,38398.08,making_progress
ATHENA,410.2XS,8.0,200,192.0,38398.08,making_progress
AVERY,990.S,-1.0,100,101.0,38279.0,okay
SHARYN,990.XS,6.0,200,194.0,38218.0,making_progress
SOPHIE CROSSBODY,857.NS,27.0,300,273.0,38217.270000000004,doing_good
MORGAN DUFFEL,990.NS,8.0,200,192.0,38208.0,making_progress
LENNI,990.10,8.0,200,192.0,38208.0,making_progress
KAYDEN,916.3XL.,9.0,200,191.0,38198.090000000004,making_progress
KAYDEN,350.2XL,9.0,200,191.0,38198.090000000004,making_progress
ATHENA,990.2XS,9.0,200,191.0,38198.090000000004,making_progress
MORGAN DUFFEL,730.NS,9.0,200,191.0,38009.0,making_progress
SHADEL,355.S,0.0,100,100.0,37999.0,okay
SHADEL,990.2XL,0.0,100,100.0,37999.0,okay
STAR,990.2XL,0.0,100,100.0,37999.0,okay
VANIKA,990.M,0.0,100,100.0,37999.0,okay
SHADEL,355.XL,0.0,100,100.0,37999.0,okay
SHADEL,355.M,0.0,100,100.0,37999.0,okay
SHADEL,355.2XS,0.0,100,100.0,37999.0,okay
SHADEL,355.L,0.0,100,100.0,37999.0,okay
VANIKA,990.XL,0.0,100,100.0,37999.0,okay
STAR,990.M,0.0,100,100.0,37999.0,okay
HUNTLEY,870.2XL.,10.0,200,190.0,37998.1,making_progress
KAYDEN,916.XL,10.0,200,190.0,37998.1,making_progress
KAYDEN,916.2XL,10.0,200,190.0,37998.1,making_progress
KATRIANE,990.2XS,0.0,100,100.0,37900.0,okay
KATRIANE,990.S,0.0,100,100.0,37900.0,okay
KATRIANE,990.XS,0.0,100,100.0,37900.0,okay
AVERY,633.L,0.0,100,100.0,37900.0,okay
AVERY,633.M,0.0,100,100.0,37900.0,okay
KATRIANE,990.M,0.0,100,100.0,37900.0,okay
KATRIANE,990.L,0.0,100,100.0,37900.0,okay
LENNI,990.06,10.0,200,190.0,37810.0,making_progress
LENNI,990.00,10.0,200,190.0,37810.0,making_progress
KIMAYA,100.L,0.0,100,100.0,37700.0,okay
ELIZA,700.XS,0.0,100,100.0,37700.0,okay
SHADEL,990.XL,1.0,100,99.0,37619.01,okay
STAR,990.L,1.0,100,99.0,37619.01,okay
SHADEL,100.M,1.0,100,99.0,37619.01,okay
SHADEL,990.S,1.0,100,99.0,37619.01,okay
DAAN,733.L,1.0,100,99.0,37619.01,okay
SHADEL,100.XL,1.0,100,99.0,37619.01,okay
SHADEL,990.XS,1.0,100,99.0,37619.01,okay
SHADEL,100.S,1.0,100,99.0,37619.01,okay
SHADEL,990.M,1.0,100,99.0,37619.01,okay
SHADEL,100.2XS,1.0,100,99.0,37619.01,okay
SHADEL,990.2XS,1.0,100,99.0,37619.01,okay
SHADEL,355.XS,1.0,100,99.0,37619.01,okay
STAR,990.XL,1.0,100,99.0,37619.01,okay
AVERY,633.XL,1.0,100,99.0,37521.0,okay
AVERY,100.S,1.0,100,99.0,37521.0,okay
AVERY,990.2XL,1.0,100,99.0,37521.0,okay
KATRIANE,990.3XS,1.0,100,99.0,37521.0,okay
AVERY,990.3XS,1.0,100,99.0,37521.0,okay
SOPHIE CROSSBODY,580.NS,33.0,300,267.0,37377.33,doing_good
DITA,990.XS,1.0,100,99.0,37323.0,okay
ELIZA,633.XL,1.0,100,99.0,37323.0,okay
ELIZA,670.S,1.0,100,99.0,37323.0,okay
KIMAYA,100.M,1.0,100,99.0,37323.0,okay
ELIZA,670.2XS,1.0,100,99.0,37323.0,okay
DITA,990.L,1.0,100,99.0,37323.0,okay
DITA,815.3XS,1.0,100,99.0,37323.0,okay
DITA,815.XS,1.0,100,99.0,37323.0,okay
DITA,633.3XS,1.0,100,99.0,37323.0,okay
ELIZA,990.2XL,1.0,100,99.0,37323.0,okay
KIMAYA,100.S,1.0,100,99.0,37323.0,okay
VICTOR,990.2XL,4.0,200,196.0,37238.04,making_progress
ARTHUR,931.XL,5.0,200,195.0,37048.05,making_progress
ARTHUR,815.S,5.0,200,195.0,37048.05,making_progress
ARTHUR,815.3XL,5.0,200,195.0,37048.05,making_progress
ARTHUR,931.L,5.0,200,195.0,37048.05,making_progress
ARTHUR,931.3XL,5.0,200,195.0,37048.05,making_progress
DUTTON,990.2XL.,4.0,200,196.0,37020.479999999996,making_progress
PORTIA,990.L,0.0,100,100.0,36999.0,okay
PORTIA,990.S,0.0,100,100.0,36999.0,okay
MAVIS,919.M,0.0,100,100.0,36999.0,okay
MAVIS,919.L,0.0,100,100.0,36999.0,okay
MAVIS,919.S,0.0,100,100.0,36999.0,okay
PORTIA,990.2XS,0.0,100,100.0,36999.0,okay
ARTHUR,931.2XL,7.0,200,193.0,36668.07,making_progress
ROSCOE,116.L.,18.0,300,282.0,36657.18,doing_good
SONNET,990.2XS.,18.0,300,282.0,36657.18,doing_good
SONNET,990.XS.,18.0,300,282.0,36657.18,doing_good
PORTIA,990.M,1.0,100,99.0,36629.01,okay
SONNET,990.S.,19.0,300,281.0,36527.19,doing_good
ROSCOE,116.M.,19.0,300,281.0,36527.19,doing_good
ISZY,853.NS,19.0,300,281.0,36527.19,doing_good
SONNET,100.M.,19.0,300,281.0,36527.19,doing_good
PIPPA CROSSBODY,853.NS.,19.0,300,281.0,36527.19,doing_good
SONNET,100.XS.,19.0,300,281.0,36527.19,doing_good
SONNET,100.S.,19.0,300,281.0,36527.19,doing_good
HARPER MEDIUM TOTE,112.NS.,17.0,300,283.0,36507.0,doing_good
EMILE MESSENGER BAG,990.NS,7.0,200,193.0,36477.0,making_progress
ROSCOE,330.XL.,20.0,300,280.0,36397.200000000004,doing_good
ROSCOE,116.XL.,20.0,300,280.0,36397.200000000004,doing_good
ROSA WRISLET/CROSSBODY,823.NS.,18.0,300,282.0,36378.0,doing_good
ROSCOE,330.M.,21.0,300,279.0,36267.21,doing_good
ROSCOE,330.L.,21.0,300,279.0,36267.21,doing_good
CATERINNA CAMERA BAG,990.NS,21.0,300,279.0,36267.21,doing_good
SONNET,100.L.,21.0,300,279.0,36267.21,doing_good
ISZY,545.NS,21.0,300,279.0,36267.21,doing_good
ISZY,990.NS,22.0,300,278.0,36137.22,doing_good
SONNET,990.M.,22.0,300,278.0,36137.22,doing_good
HARPER LARGE TOTE,990.NS.,20.0,300,280.0,36120.0,doing_good
SOPHIE CROSSBODY,549.NS,42.0,300,258.0,36117.420000000006,doing_good
ARTHUR,815.XL,10.0,200,190.0,36098.1,making_progress
SONNET,990.L.,23.0,300,277.0,36007.23,doing_good
ARTHUR,815.2XL,11.0,200,189.0,35908.11,making_progress
TORI SHOULDER BAG,990.NS,24.0,300,276.0,35877.240000000005,doing_good
CATERINNA CAMERA BAG,853.NS,24.0,300,276.0,35877.240000000005,doing_good
PRESLEY SATCHEL,853.NS.,22.0,300,278.0,35862.0,doing_good
PRESLEY SATCHEL,116.NS.,24.0,300,276.0,35604.0,doing_good
DALYLA,670.XS,-1.0,100,101.0,35348.99,okay
NATALIE,700.XL.,4.0,200,196.0,35278.04,making_progress
ISZY,632.NS,29.0,300,271.0,35227.29,doing_good
SELENE HOBO,150.NS.,29.0,300,271.0,35227.29,doing_good
SHARRIE,815.M,5.0,200,195.0,35098.05,making_progress
MYLAH SATCHEL,853.NS.,4.0,200,196.0,35084.0,making_progress
COEN,990M,0.0,100,100.0,34999.0,okay
MIRA,990.2XS,0.0,100,100.0,34999.0,okay
DALYLA,670.2XL,0.0,100,100.0,34999.0,okay
AUBRIEL,990.04,0.0,100,100.0,34999.0,okay
DALYLA,670.M,0.0,100,100.0,34999.0,okay
RENFIELD,990.S.,0.0,100,100.0,34999.0,okay
MIRA,990.XL,0.0,100,100.0,34999.0,okay
MIRA,990.2XL,0.0,100,100.0,34999.0,okay
MIRA,990.S,0.0,100,100.0,34999.0,okay
MIRA,990.M,0.0,100,100.0,34999.0,okay
MIRA,990.L,0.0,100,100.0,34999.0,okay
KEYLA,990S,0.0,100,100.0,34999.0,okay
KEYLA,6532XS,0.0,100,100.0,34999.0,okay
KEYLA,9902XL,0.0,100,100.0,34999.0,okay
DALYLA,670.XL,0.0,100,100.0,34999.0,okay
KEYLA,990XL,0.0,100,100.0,34999.0,okay
KEYLA,990XS,0.0,100,100.0,34999.0,okay
KEYLA,990L,0.0,100,100.0,34999.0,okay
MIRA,990.XS,0.0,100,100.0,34999.0,okay
NATALIE,700.2XL.,6.0,200,194.0,34918.060000000005,making_progress
SHARRIE,990.S,6.0,200,194.0,34918.060000000005,making_progress
CONNOR,734.L.,0.0,100,100.0,34900.0,okay
SHARRIE,990.2XS,7.0,200,193.0,34738.07,making_progress
SHARRIE,815.2XS,7.0,200,193.0,34738.07,making_progress
NATALIE,916.2XL.,7.0,200,193.0,34738.07,making_progress
YORIE,990.12,6.0,200,194.0,34726.0,making_progress
COEN,350XL,1.0,100,99.0,34649.01,okay
AUBRIEL,990.06,1.0,100,99.0,34649.01,okay
COEN,3502XL,1.0,100,99.0,34649.01,okay
DALYLA,670.L,1.0,100,99.0,34649.01,okay
KEDDA,990.XL,1.0,100,99.0,34649.01,okay
MIRA,990.3XS,1.0,100,99.0,34649.01,okay
COEN,990XS,1.0,100,99.0,34649.01,okay
KEYLA,990M,1.0,100,99.0,34649.01,okay
AUBRIEL,990.10,1.0,100,99.0,34649.01,okay
RENFIELD,990.XL.,1.0,100,99.0,34649.01,okay
MACKSON,400.S,1.0,100,99.0,34551.0,okay
MACKSON,400.L,1.0,100,99.0,34551.0,okay
CLARICE,414.XL,1.0,100,99.0,34551.0,okay
MACKSON,400.XL,1.0,100,99.0,34551.0,okay
ELENA,414.L,1.0,100,99.0,34551.0,okay
OLLIE,990.2XL,1.0,100,99.0,34551.0,okay
ELENA,414.2XS,1.0,100,99.0,34551.0,okay
ELENA,116.L,1.0,100,99.0,34551.0,okay
SAMUEL,990.3XL.,1.0,100,99.0,34551.0,okay
SAMUEL,870.3XL.,1.0,100,99.0,34551.0,okay
GEORGE,990.XL.,1.0,100,99.0,34551.0,okay
SAMUEL,870.2XL.,1.0,100,99.0,34551.0,okay
OSLO,990.2XL,1.0,100,99.0,34551.0,okay
OLLIE,990.L,1.0,100,99.0,34551.0,okay
OSLO,990.M,1.0,100,99.0,34551.0,okay
OLLIE,990.XL,1.0,100,99.0,34551.0,okay
SAMUEL,870.S.,1.0,100,99.0,34551.0,okay
CLARICE,815.XL,1.0,100,99.0,34551.0,okay
PRESLEY SATCHEL,545.NS.,33.0,300,267.0,34443.0,doing_good
SHARRIE,990.XS,9.0,200,191.0,34378.090000000004,making_progress
BRADFORD BELT BAG,990.NS,34.0,300,266.0,34314.0,doing_good
ENSLEY SMALL CROSSBODY,312.NS.,35.0,300,265.0,34185.0,doing_good
PIPPA CROSSBODY,990.NS.,38.0,300,262.0,34057.380000000005,doing_good
ALYSON,410.S,0.0,100,100.0,33999.0,okay
FAWN,932.XS.,18.0,300,282.0,33837.18,doing_good
FAWN,100.XS.,18.0,300,282.0,33837.18,doing_good
SELENE HOBO,907.NS.,40.0,300,260.0,33797.4,doing_good
ISZY,125.NS,40.0,300,260.0,33797.4,doing_good
FAWN,932.S.,19.0,300,281.0,33717.189999999995,doing_good
FAWN,100.S.,19.0,300,281.0,33717.189999999995,doing_good
FAWN,100.L.,19.0,300,281.0,33717.189999999995,doing_good
AMILIA SMALL TOTE,312.NS.,41.0,300,259.0,33667.41,doing_good
PIPPA CROSSBODY,549.NS.,41.0,300,259.0,33667.41,doing_good
ALYSON,990.L,1.0,100,99.0,33659.01,okay
ALYSON,990.XS,1.0,100,99.0,33659.01,okay
